"filename", "language", "YAML", "Markdown", "Swift", "C++", "CMake", "JSON", "HTML", "XML", "Dart", "Gradle", "Properties", "CMake Cache", "C", "comment", "blank", "total"
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\armeabi-v7a\.cmake\api\v1\reply\index-2025-03-18T09-23-00-0598.json", "JSON", 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 1, 93
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\armeabi-v7a\CMakeCache.txt", "CMake Cache", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 324, 0, 0, 78, 402
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty\CMakeCCompiler.cmake", "CMake", 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 73
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty\CMakeCXXCompiler.cmake", "CMake", 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 84
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty\CMakeSystem.cmake", "CMake", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX\CMakeCXXCompilerId.cpp", "C++", 0, 0, 0, 598, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 130, 792
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\armeabi-v7a\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC\CMakeCCompilerId.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 610, 62, 132, 804
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\armeabi-v7a\android_gradle_build.json", "JSON", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\armeabi-v7a\android_gradle_build_mini.json", "JSON", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\armeabi-v7a\cmake_install.cmake", "CMake", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 55
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\armeabi-v7a\prefab_config.json", "JSON", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86\.cmake\api\v1\reply\cache-v2-2e6ce638334987ddc5c4.json", "JSON", 0, 0, 0, 0, 0, 1367, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1368
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86\.cmake\api\v1\reply\cmakeFiles-v1-095311726a15fc343a27.json", "JSON", 0, 0, 0, 0, 0, 803, 0, 0, 0, 0, 0, 0, 0, 0, 1, 804
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86\.cmake\api\v1\reply\codemodel-v2-6d692d931ee20b07aeae.json", "JSON", 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 1, 44
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86\.cmake\api\v1\reply\directory-.-Debug-d0094a50bb2071803777.json", "JSON", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86\.cmake\api\v1\reply\index-2025-03-18T09-23-06-0114.json", "JSON", 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 1, 93
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86\CMakeCache.txt", "CMake Cache", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 324, 0, 0, 78, 402
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86\CMakeFiles\3.22.1-g37088a8-dirty\CMakeCCompiler.cmake", "CMake", 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 73
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86\CMakeFiles\3.22.1-g37088a8-dirty\CMakeCXXCompiler.cmake", "CMake", 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 84
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86\CMakeFiles\3.22.1-g37088a8-dirty\CMakeSystem.cmake", "CMake", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdCXX\CMakeCXXCompilerId.cpp", "C++", 0, 0, 0, 598, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 130, 792
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86\CMakeFiles\3.22.1-g37088a8-dirty\CompilerIdC\CMakeCCompilerId.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 610, 62, 132, 804
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86\android_gradle_build.json", "JSON", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86\android_gradle_build_mini.json", "JSON", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86\cmake_install.cmake", "CMake", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 55
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86\prefab_config.json", "JSON", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86_64\.cmake\api\v1\reply\cache-v2-709f99d3717fb87cbab6.json", "JSON", 0, 0, 0, 0, 0, 1367, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1368
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86_64\.cmake\api\v1\reply\cmakeFiles-v1-3f1d04d8099bfccb2d86.json", "JSON", 0, 0, 0, 0, 0, 803, 0, 0, 0, 0, 0, 0, 0, 0, 1, 804
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86_64\.cmake\api\v1\reply\codemodel-v2-6db0cb7fa6710ba73f82.json", "JSON", 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 1, 44
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86_64\.cmake\api\v1\reply\directory-.-Debug-d0094a50bb2071803777.json", "JSON", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86_64\.cmake\api\v1\reply\index-2025-03-18T09-23-20-0904.json", "JSON", 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 1, 93
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86_64\CMakeCache.txt", "CMake Cache", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 324, 0, 0, 78, 402
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86_64\CMakeFiles\3.22.1-g37088a8-dirty\CMakeCCompiler.cmake", "CMake", 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 73
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86_64\CMakeFiles\3.22.1-g37088a8-dirty\CMakeCXXCompiler.cmake", "CMake", 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 84
"c:\Users\haqim\Project\Flutter\Postal Hub\postalhub_client_mobile\android\app\.cxx\Debug\1x663w4l\x86_64\CMakeFiles\3.22.1-g37088a8-dirty\CMakeSystem.cmake", "CMake", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16
